CrimeDate,TotalCrime,Year,Month,Day,ViolentCount,TheftCount,Larceny,AutoTheft,Assault,Burglary,Robbery,Arson,Homicide,Rape,Shooting
01/01/2015,160,2015,1,1,52,108,56,15,47,24,13,1,0,2,2
01/02/2015,108,2015,1,2,11,97,44,9,10,22,22,0,0,1,0
01/03/2015,74,2015,1,3,25,49,20,10,19,10,9,2,3,0,1
01/04/2015,96,2015,1,4,23,73,42,11,21,5,15,0,2,0,0
01/05/2015,122,2015,1,5,24,98,56,10,22,22,10,0,1,1,0
01/06/2015,87,2015,1,6,20,67,39,14,18,5,9,1,0,0,1
01/07/2015,108,2015,1,7,27,81,43,11,24,19,8,1,0,0,2
01/08/2015,84,2015,1,8,19,65,33,8,16,13,11,2,0,0,1
01/09/2015,104,2015,1,9,30,74,41,6,23,19,8,1,2,2,2
01/10/2015,84,2015,1,10,24,60,30,15,23,10,5,0,1,0,0
01/11/2015,92,2015,1,11,30,62,33,6,29,14,9,0,0,1,0
01/12/2015,126,2015,1,12,45,81,36,13,42,21,11,0,1,1,1
01/13/2015,135,2015,1,13,27,108,63,15,25,17,13,0,0,1,1
01/14/2015,127,2015,1,14,27,100,54,13,24,25,8,1,0,1,1
01/15/2015,142,2015,1,15,24,118,66,15,23,24,13,1,0,0,0
01/16/2015,130,2015,1,16,29,101,56,5,27,33,7,0,0,0,2
01/17/2015,128,2015,1,17,39,89,59,9,32,13,8,1,1,1,4
01/18/2015,111,2015,1,18,22,89,42,10,19,21,16,0,2,1,0
01/19/2015,141,2015,1,19,30,111,53,15,27,23,20,1,0,0,2
01/20/2015,121,2015,1,20,20,101,50,8,17,30,13,1,0,1,1
01/21/2015,123,2015,1,21,29,94,45,13,29,22,14,0,0,0,0
01/22/2015,115,2015,1,22,29,86,57,6,28,16,7,0,0,0,1
01/23/2015,140,2015,1,23,31,109,52,16,28,25,16,1,0,0,2
01/24/2015,123,2015,1,24,33,90,46,13,30,19,12,2,1,0,0
01/25/2015,88,2015,1,25,26,62,28,11,25,16,7,0,1,0,0
01/26/2015,113,2015,1,26,33,80,43,7,30,19,11,0,1,0,2
01/27/2015,132,2015,1,27,31,101,56,12,28,22,11,0,0,1,2
01/28/2015,121,2015,1,28,25,96,46,12,23,21,17,0,1,0,1
01/29/2015,116,2015,1,29,39,77,44,6,31,15,12,2,3,1,2
01/30/2015,123,2015,1,30,33,90,44,9,31,24,13,0,1,0,1
01/31/2015,100,2015,1,31,29,71,41,15,27,12,3,0,1,0,1
02/01/2015,106,2015,2,1,44,62,32,5,40,22,3,1,2,0,1
02/02/2015,124,2015,2,2,39,85,47,12,35,20,6,1,0,2,1
02/03/2015,105,2015,2,3,23,82,41,9,22,19,13,0,1,0,0
02/04/2015,97,2015,2,4,30,67,40,6,27,12,9,1,0,2,0
02/05/2015,107,2015,2,5,30,77,42,8,28,20,7,2,0,0,0
02/06/2015,105,2015,2,6,30,75,39,11,28,18,7,2,0,0,0
02/07/2015,97,2015,2,7,37,60,32,10,36,9,9,1,0,0,0
02/08/2015,63,2015,2,8,30,33,16,6,29,6,5,1,0,0,0
02/09/2015,110,2015,2,9,32,78,42,11,30,17,8,0,0,1,1
02/10/2015,101,2015,2,10,17,84,44,6,17,18,16,0,0,0,0
02/11/2015,103,2015,2,11,32,71,42,5,31,19,5,0,1,0,0
02/12/2015,97,2015,2,12,35,62,35,11,29,10,6,0,2,0,4
02/13/2015,124,2015,2,13,26,98,49,17,26,16,16,0,0,0,0
02/14/2015,82,2015,2,14,26,56,32,7,24,11,6,0,1,1,0
02/15/2015,75,2015,2,15,22,53,27,3,22,14,9,0,0,0,0
02/16/2015,66,2015,2,16,12,54,26,11,11,12,5,0,0,0,1
02/17/2015,73,2015,2,17,24,49,26,11,23,6,6,0,0,1,0
02/18/2015,90,2015,2,18,22,68,35,5,21,17,11,0,0,1,0
02/19/2015,76,2015,2,19,19,57,29,13,18,13,2,0,0,0,1
02/20/2015,93,2015,2,20,27,66,30,19,26,15,2,0,0,0,1
02/21/2015,65,2015,2,21,21,44,18,10,20,10,6,0,1,0,0
02/22/2015,76,2015,2,22,27,49,26,9,25,11,3,1,1,0,0
02/23/2015,79,2015,2,23,27,52,28,5,25,12,7,0,0,2,0
02/24/2015,82,2015,2,24,27,55,35,9,24,6,5,0,2,1,0
02/25/2015,116,2015,2,25,29,87,49,10,25,21,7,1,1,1,1
02/26/2015,92,2015,2,26,26,66,40,6,25,11,9,0,0,0,1
02/27/2015,101,2015,2,27,27,74,42,9,27,15,8,0,0,0,0
02/28/2015,103,2015,2,28,35,68,37,9,31,11,11,0,1,0,3
03/01/2015,77,2015,3,1,23,54,39,5,22,8,2,0,0,0,1
03/02/2015,78,2015,3,2,29,49,25,10,26,8,6,0,2,1,0
03/03/2015,101,2015,3,3,25,76,43,5,23,19,9,0,1,0,1
03/04/2015,101,2015,3,4,32,69,35,13,28,14,7,0,0,4,0
03/05/2015,54,2015,3,5,17,37,16,4,17,10,7,0,0,0,0
03/06/2015,92,2015,3,6,24,68,37,5,20,10,16,1,0,1,2
03/07/2015,83,2015,3,7,27,56,27,8,23,12,9,2,0,0,2
03/08/2015,104,2015,3,8,30,74,38,12,27,13,11,0,0,2,1
03/09/2015,94,2015,3,9,26,68,37,7,24,18,6,1,0,0,1
03/10/2015,115,2015,3,10,30,85,51,6,27,18,10,0,1,2,0
03/11/2015,123,2015,3,11,38,85,44,13,34,17,11,0,0,2,2
03/12/2015,137,2015,3,12,31,106,60,11,27,22,13,0,2,1,1
03/13/2015,128,2015,3,13,36,92,52,5,34,23,12,0,0,0,2
03/14/2015,115,2015,3,14,38,77,44,11,34,15,7,1,0,3,0
03/15/2015,99,2015,3,15,20,79,46,6,18,12,15,0,0,0,2
03/16/2015,121,2015,3,16,30,91,51,8,27,22,10,2,0,0,1
03/17/2015,144,2015,3,17,42,102,55,7,37,24,16,0,1,2,2
03/18/2015,112,2015,3,18,35,77,44,6,33,18,9,0,0,2,0
03/19/2015,111,2015,3,19,29,82,60,5,28,8,9,1,0,0,0
03/20/2015,121,2015,3,20,37,84,42,13,35,25,4,0,0,0,2
03/21/2015,116,2015,3,21,31,85,49,11,28,17,8,2,0,0,1
03/22/2015,100,2015,3,22,39,61,29,9,39,10,13,0,0,0,0
03/23/2015,123,2015,3,23,37,86,42,9,33,30,5,0,2,1,1
03/24/2015,109,2015,3,24,37,72,42,10,30,16,4,1,1,4,1
03/25/2015,118,2015,3,25,27,91,51,10,27,20,10,0,0,0,0
03/26/2015,114,2015,3,26,35,79,47,8,34,13,11,0,1,0,0
03/27/2015,143,2015,3,27,39,104,66,8,35,22,8,1,1,1,1
03/28/2015,119,2015,3,28,38,81,48,6,33,22,5,1,1,1,2
03/29/2015,95,2015,3,29,33,62,38,8,33,10,6,0,0,0,0
03/30/2015,115,2015,3,30,38,77,47,8,32,12,10,3,2,0,1
03/31/2015,106,2015,3,31,36,70,40,5,33,22,3,3,0,0,0
04/01/2015,118,2015,4,1,34,84,45,13,31,19,7,0,0,3,0
04/02/2015,132,2015,4,2,47,85,51,11,40,17,6,0,0,0,7
04/03/2015,128,2015,4,3,38,90,58,9,35,17,6,0,0,1,2
04/04/2015,109,2015,4,4,36,73,36,11,33,17,9,0,3,0,0
04/05/2015,89,2015,4,5,34,55,30,7,31,10,8,2,0,0,1
04/06/2015,122,2015,4,6,30,92,53,7,27,23,9,2,0,1,0
04/07/2015,101,2015,4,7,25,76,46,7,19,15,8,2,1,1,2
04/08/2015,101,2015,4,8,28,73,41,12,25,11,9,0,1,1,1
04/09/2015,105,2015,4,9,18,87,54,14,18,11,8,0,0,0,0
04/10/2015,93,2015,4,10,26,67,43,5,24,10,9,0,1,1,0
04/11/2015,113,2015,4,11,31,82,41,13,28,20,8,1,0,2,0
04/12/2015,100,2015,4,12,36,64,35,5,33,16,8,0,0,3,0
04/13/2015,105,2015,4,13,26,79,48,6,22,20,5,1,1,1,1
04/14/2015,109,2015,4,14,25,84,47,8,24,21,8,0,0,1,0
04/15/2015,133,2015,4,15,38,95,50,9,36,23,13,1,0,0,1
04/16/2015,139,2015,4,16,32,107,58,9,30,30,10,0,0,2,0
04/17/2015,123,2015,4,17,32,91,53,10,25,18,10,0,3,2,2
04/18/2015,128,2015,4,18,55,73,42,8,50,11,12,0,0,3,2
04/19/2015,118,2015,4,19,38,80,47,11,38,15,7,0,0,0,0
04/20/2015,124,2015,4,20,34,90,45,9,32,22,14,1,0,0,1
04/21/2015,127,2015,4,21,41,86,46,10,37,22,8,0,2,0,2
04/22/2015,108,2015,4,22,34,74,40,8,30,13,13,1,0,2,1
04/23/2015,135,2015,4,23,35,100,53,14,32,25,8,0,1,2,0
04/24/2015,134,2015,4,24,40,94,54,8,36,25,7,0,1,2,1
04/25/2015,168,2015,4,25,67,101,45,14,65,30,12,0,1,0,1
04/26/2015,97,2015,4,26,27,70,28,8,18,21,13,3,2,2,2
04/27/2015,421,2015,4,27,112,309,40,29,101,210,30,10,0,1,0
04/28/2015,184,2015,4,28,43,141,25,5,20,98,13,14,1,3,5
04/29/2015,104,2015,4,29,40,64,26,6,31,21,11,4,3,0,2
04/30/2015,118,2015,4,30,37,81,32,10,29,26,13,1,2,2,3
05/01/2015,127,2015,5,1,25,102,55,9,21,27,11,1,1,0,2
05/02/2015,92,2015,5,2,30,62,31,9,27,10,12,1,1,0,1
05/03/2015,96,2015,5,3,47,49,22,8,42,11,8,2,1,1,1
05/04/2015,121,2015,5,4,31,90,45,10,24,17,18,0,2,1,4
05/05/2015,158,2015,5,5,52,106,49,16,48,28,13,0,0,0,4
05/06/2015,135,2015,5,6,29,106,52,12,27,25,17,1,1,0,0
05/07/2015,145,2015,5,7,54,91,49,11,44,20,11,1,2,1,6
05/08/2015,125,2015,5,8,48,77,36,10,43,19,12,3,0,2,0
05/09/2015,124,2015,5,9,46,78,39,13,40,20,6,1,0,3,2
05/10/2015,149,2015,5,10,68,81,44,8,55,14,15,3,4,1,5
05/11/2015,153,2015,5,11,52,101,53,14,46,23,11,0,1,0,5
05/12/2015,147,2015,5,12,46,101,45,9,43,29,18,1,0,0,2
05/13/2015,122,2015,5,13,31,91,44,22,29,18,7,0,0,0,2
05/14/2015,131,2015,5,14,39,92,48,12,32,29,3,1,4,2,0
05/15/2015,172,2015,5,15,57,115,61,11,49,32,11,0,2,3,3
05/16/2015,137,2015,5,16,40,97,47,13,32,25,12,0,0,0,8
05/17/2015,105,2015,5,17,30,75,39,12,26,16,8,1,2,1,0
05/18/2015,132,2015,5,18,41,91,36,16,37,22,17,0,0,1,3
05/19/2015,155,2015,5,19,48,107,48,11,41,28,20,0,0,1,6
05/20/2015,173,2015,5,20,57,116,51,10,41,25,30,3,3,1,9
05/21/2015,147,2015,5,21,36,111,49,12,33,23,27,1,1,0,1
05/22/2015,163,2015,5,22,46,117,43,13,40,27,34,2,2,0,2
05/23/2015,137,2015,5,23,57,80,48,8,45,16,8,2,3,2,5
05/24/2015,124,2015,5,24,41,83,41,13,32,16,13,2,1,0,6
05/25/2015,143,2015,5,25,55,88,52,9,45,21,6,0,2,1,7
05/26/2015,178,2015,5,26,51,127,64,19,45,27,17,0,1,2,3
05/27/2015,164,2015,5,27,33,131,66,20,31,25,20,0,0,0,2
05/28/2015,173,2015,5,28,37,136,67,17,33,28,24,0,2,1,1
05/29/2015,178,2015,5,29,44,134,60,15,39,30,29,0,2,1,2
05/30/2015,158,2015,5,30,39,119,59,25,32,14,21,1,0,1,5
05/31/2015,134,2015,5,31,50,84,49,13,41,12,10,3,3,0,3
06/01/2015,148,2015,6,1,43,105,59,10,38,23,13,1,1,2,1
06/02/2015,174,2015,6,2,54,120,64,13,44,23,20,2,5,0,3
06/03/2015,124,2015,6,3,30,94,49,8,29,24,13,0,0,1,0
06/04/2015,133,2015,6,4,28,105,57,20,25,18,10,0,0,3,0
06/05/2015,124,2015,6,5,30,94,52,17,29,16,9,1,0,0,0
06/06/2015,180,2015,6,6,54,126,70,15,47,24,17,1,1,1,4
06/07/2015,168,2015,6,7,57,111,56,17,46,27,11,3,3,2,3
06/08/2015,164,2015,6,8,45,119,69,14,38,23,13,0,3,1,3
06/09/2015,163,2015,6,9,32,131,66,13,28,28,24,1,0,0,3
06/10/2015,137,2015,6,10,37,100,52,14,34,22,12,0,0,0,3
06/11/2015,174,2015,6,11,30,144,72,20,29,40,12,0,1,0,0
06/12/2015,169,2015,6,12,42,127,60,16,34,25,26,1,4,0,3
06/13/2015,151,2015,6,13,48,103,54,23,44,17,9,3,0,1,0
06/14/2015,135,2015,6,14,51,84,34,16,45,19,15,0,1,1,4
06/15/2015,152,2015,6,15,36,116,51,27,33,20,18,0,1,1,1
06/16/2015,132,2015,6,16,38,94,52,13,35,15,14,1,1,0,1
06/17/2015,163,2015,6,17,43,120,61,17,36,25,17,0,0,1,6
06/18/2015,125,2015,6,18,24,101,56,15,20,15,15,0,0,2,2
06/19/2015,158,2015,6,19,39,119,65,18,33,27,9,0,0,3,3
06/20/2015,139,2015,6,20,48,91,46,18,47,10,17,0,0,0,1
06/21/2015,151,2015,6,21,49,102,46,22,45,20,14,0,1,1,2
06/22/2015,177,2015,6,22,54,123,71,20,48,21,11,0,1,2,3
06/23/2015,151,2015,6,23,39,112,59,12,36,22,19,0,1,1,1
06/24/2015,136,2015,6,24,28,108,60,17,25,20,11,2,0,0,1
06/25/2015,151,2015,6,25,34,117,61,19,30,16,21,2,1,1,0
06/26/2015,145,2015,6,26,53,92,45,14,50,21,12,1,0,1,1
06/27/2015,129,2015,6,27,36,93,45,17,32,13,18,2,1,1,0
06/28/2015,155,2015,6,28,49,106,50,24,40,17,15,0,2,2,5
06/29/2015,179,2015,6,29,58,121,58,11,49,25,27,1,1,1,6
06/30/2015,124,2015,6,30,41,83,39,10,34,20,14,1,0,1,5
07/01/2015,141,2015,7,1,36,105,52,15,28,18,20,0,0,2,6
07/02/2015,168,2015,7,2,57,111,52,18,49,26,15,1,2,0,5
07/03/2015,150,2015,7,3,36,114,57,17,32,19,21,1,1,0,2
07/04/2015,142,2015,7,4,50,92,45,19,40,16,12,4,0,4,2
07/05/2015,139,2015,7,5,50,89,37,15,44,22,15,2,1,2,1
07/06/2015,136,2015,7,6,33,103,50,13,28,21,19,2,2,0,1
07/07/2015,169,2015,7,7,45,124,66,15,37,23,20,1,5,0,2
07/08/2015,152,2015,7,8,36,116,55,18,33,25,18,0,1,1,1
07/09/2015,155,2015,7,9,43,112,39,23,40,28,22,0,0,0,3
07/10/2015,145,2015,7,10,38,107,61,15,32,17,14,1,2,1,2
07/11/2015,147,2015,7,11,47,100,49,16,40,19,16,0,3,0,4
07/12/2015,160,2015,7,12,62,98,48,17,50,12,21,0,4,1,7
07/13/2015,166,2015,7,13,43,123,55,13,38,31,24,1,2,0,2
07/14/2015,164,2015,7,14,37,127,70,14,33,25,18,2,0,0,2
07/15/2015,154,2015,7,15,42,112,59,19,32,19,15,0,3,0,7
07/16/2015,144,2015,7,16,26,118,63,11,23,26,18,2,0,0,1
07/17/2015,131,2015,7,17,42,89,42,21,39,14,12,1,0,1,1
07/18/2015,148,2015,7,18,49,99,45,19,47,19,16,0,0,0,2
07/19/2015,148,2015,7,19,40,108,53,26,37,12,17,0,1,1,1
07/20/2015,165,2015,7,20,46,119,61,21,40,27,10,2,0,1,3
07/21/2015,140,2015,7,21,36,104,48,16,29,25,15,2,3,0,2
07/22/2015,144,2015,7,22,40,104,50,15,33,23,16,0,1,0,6
07/23/2015,154,2015,7,23,44,110,63,11,39,22,14,1,2,1,1
07/24/2015,154,2015,7,24,46,108,44,16,42,33,15,1,1,0,2
07/25/2015,164,2015,7,25,48,116,61,17,42,20,18,1,1,1,3
07/26/2015,178,2015,7,26,52,126,62,16,46,30,18,0,2,0,4
07/27/2015,168,2015,7,27,42,126,49,22,37,36,19,1,1,0,3
07/28/2015,154,2015,7,28,38,116,60,17,35,27,12,1,2,0,0
07/29/2015,134,2015,7,29,37,97,39,12,31,26,20,1,2,0,3
07/30/2015,133,2015,7,30,32,101,48,19,27,18,16,3,1,0,1
07/31/2015,143,2015,7,31,35,108,63,15,30,19,11,1,2,1,1
08/01/2015,162,2015,8,1,50,112,55,19,46,23,15,0,1,2,1
08/02/2015,164,2015,8,2,53,111,53,23,42,24,11,1,2,0,8
08/03/2015,145,2015,8,3,36,109,50,16,33,28,15,1,0,0,2
08/04/2015,143,2015,8,4,22,121,67,19,22,24,11,0,0,0,0
08/05/2015,130,2015,8,5,26,104,58,16,25,22,8,0,0,0,1
08/06/2015,141,2015,8,6,36,105,50,20,33,27,8,0,3,0,0
08/07/2015,158,2015,8,7,43,115,70,14,35,16,15,0,1,0,7
08/08/2015,160,2015,8,8,49,111,63,16,45,18,14,0,0,2,2
08/09/2015,150,2015,8,9,51,99,48,16,43,20,15,0,3,3,2
08/10/2015,155,2015,8,10,43,112,51,15,30,28,18,1,2,3,7
08/11/2015,125,2015,8,11,32,93,51,10,31,19,13,0,0,1,0
08/12/2015,119,2015,8,12,28,91,41,16,25,16,18,1,1,0,1
08/13/2015,141,2015,8,13,53,88,60,8,45,9,11,1,3,3,1
08/14/2015,152,2015,8,14,43,109,62,18,38,20,9,0,1,0,4
08/15/2015,144,2015,8,15,35,109,54,19,32,24,12,1,0,2,0
08/16/2015,123,2015,8,16,40,83,41,14,36,13,15,0,1,2,1
08/17/2015,143,2015,8,17,32,111,60,15,26,26,10,0,1,1,4
08/18/2015,149,2015,8,18,33,116,59,19,28,25,13,2,2,0,1
08/19/2015,145,2015,8,19,40,105,59,13,31,17,16,1,2,1,5
08/20/2015,142,2015,8,20,41,101,50,17,36,24,10,0,2,1,2
08/21/2015,151,2015,8,21,30,121,70,18,30,21,12,0,0,0,0
08/22/2015,166,2015,8,22,50,116,50,17,46,33,16,3,1,0,0
08/23/2015,157,2015,8,23,37,120,56,23,33,20,21,2,0,1,1
08/24/2015,153,2015,8,24,32,121,52,17,32,27,25,0,0,0,0
08/25/2015,163,2015,8,25,28,135,65,16,25,26,28,1,0,1,1
08/26/2015,152,2015,8,26,34,118,62,12,26,31,13,1,2,0,5
08/27/2015,154,2015,8,27,40,114,63,12,34,28,11,0,2,0,4
08/28/2015,136,2015,8,28,26,110,60,15,21,25,10,1,1,0,3
08/29/2015,140,2015,8,29,38,102,47,19,34,27,9,2,1,0,1
08/30/2015,136,2015,8,30,36,100,50,13,33,17,20,0,1,0,2
08/31/2015,158,2015,8,31,35,123,68,19,26,20,16,1,1,3,4
09/01/2015,154,2015,9,1,38,116,65,12,32,27,12,1,2,0,3
09/02/2015,131,2015,9,2,34,97,57,11,28,19,10,3,0,0,3
09/03/2015,121,2015,9,3,37,84,49,10,31,15,10,0,2,0,4
09/04/2015,139,2015,9,4,42,97,50,14,40,23,10,0,1,0,1
09/05/2015,147,2015,9,5,40,107,61,16,36,16,14,1,0,1,2
09/06/2015,138,2015,9,6,36,102,37,25,32,29,11,0,0,1,3
09/07/2015,164,2015,9,7,58,106,54,16,53,23,13,2,1,1,1
09/08/2015,133,2015,9,8,36,97,38,19,36,28,12,0,0,0,0
09/09/2015,140,2015,9,9,36,104,47,13,35,30,14,1,0,0,0
09/10/2015,149,2015,9,10,35,114,64,15,33,21,14,0,0,1,1
09/11/2015,162,2015,9,11,54,108,65,12,46,20,11,0,3,1,4
09/12/2015,136,2015,9,12,42,94,47,14,34,24,9,0,1,2,5
09/13/2015,147,2015,9,13,45,102,48,17,41,18,19,1,1,1,1
09/14/2015,137,2015,9,14,27,110,62,13,26,25,10,0,1,0,0
09/15/2015,153,2015,9,15,39,114,55,13,33,30,16,0,2,2,2
09/16/2015,144,2015,9,16,50,94,58,9,44,14,13,0,1,1,4
09/17/2015,162,2015,9,17,42,120,64,16,37,26,14,2,0,1,2
09/18/2015,151,2015,9,18,40,111,52,23,33,24,12,4,1,0,2
09/19/2015,130,2015,9,19,33,97,50,11,30,18,18,1,2,0,0
09/20/2015,160,2015,9,20,51,109,50,10,44,30,19,2,0,3,2
09/21/2015,145,2015,9,21,40,105,60,12,34,22,11,0,2,1,3
09/22/2015,164,2015,9,22,46,118,64,12,40,22,20,1,1,0,4
09/23/2015,159,2015,9,23,33,126,70,16,29,23,17,0,1,1,2
09/24/2015,131,2015,9,24,37,94,50,9,30,25,10,4,1,1,1
09/25/2015,143,2015,9,25,35,108,59,10,34,25,14,0,0,1,0
09/26/2015,132,2015,9,26,30,102,46,8,25,31,17,2,0,3,0
09/27/2015,138,2015,9,27,43,95,42,15,38,25,13,2,0,0,3
09/28/2015,146,2015,9,28,34,112,61,15,30,26,10,0,1,1,2
09/29/2015,134,2015,9,29,34,100,60,7,32,27,6,0,1,1,0
09/30/2015,142,2015,9,30,29,113,62,12,25,23,16,0,2,1,1
10/01/2015,135,2015,10,1,27,108,43,18,23,32,15,2,0,1,1
10/02/2015,138,2015,10,2,37,101,51,10,29,27,13,0,3,0,5
10/03/2015,96,2015,10,3,31,65,32,12,28,12,9,0,2,1,0
10/04/2015,107,2015,10,4,21,86,37,16,15,20,13,2,2,0,2
10/05/2015,157,2015,10,5,35,122,57,14,34,29,22,0,1,0,0
10/06/2015,139,2015,10,6,49,90,42,11,43,24,13,0,0,1,5
10/07/2015,142,2015,10,7,39,103,57,11,34,21,14,2,2,1,0
10/08/2015,123,2015,10,8,40,83,45,15,36,15,8,2,1,0,1
10/09/2015,155,2015,10,9,40,115,57,11,40,32,15,0,0,0,0
10/10/2015,137,2015,10,10,43,94,44,15,38,22,13,0,0,4,1
10/11/2015,129,2015,10,11,32,97,53,17,26,15,12,1,1,2,2
10/12/2015,119,2015,10,12,36,83,50,8,32,17,8,0,2,0,2
10/13/2015,139,2015,10,13,41,98,45,10,38,30,13,2,1,0,0
10/14/2015,142,2015,10,14,40,102,50,15,37,25,12,1,0,1,1
10/15/2015,134,2015,10,15,41,93,61,10,37,16,6,1,2,0,1
10/16/2015,128,2015,10,16,29,99,52,14,26,19,14,0,2,1,0
10/17/2015,127,2015,10,17,30,97,43,9,27,28,17,1,1,0,1
10/18/2015,123,2015,10,18,34,89,57,8,31,17,7,1,0,1,1
10/19/2015,109,2015,10,19,32,77,39,6,30,24,8,0,0,0,2
10/20/2015,156,2015,10,20,36,120,60,16,32,27,17,0,1,0,3
10/21/2015,149,2015,10,21,40,109,62,17,32,20,10,3,2,1,2
10/22/2015,144,2015,10,22,38,106,55,10,31,25,16,0,2,1,4
10/23/2015,156,2015,10,23,41,115,62,20,36,26,7,1,0,0,4
10/24/2015,128,2015,10,24,30,98,62,7,27,17,12,1,1,0,1
10/25/2015,138,2015,10,25,51,87,42,12,47,16,17,0,3,1,0
10/26/2015,137,2015,10,26,32,105,59,12,31,21,13,0,1,0,0
10/27/2015,147,2015,10,27,39,108,61,14,35,22,11,1,1,1,1
10/28/2015,141,2015,10,28,32,109,58,13,30,23,15,1,0,1,0
10/29/2015,134,2015,10,29,32,102,57,6,30,20,19,1,0,0,1
10/30/2015,165,2015,10,30,45,120,55,21,40,31,13,0,1,3,1
